Date,OIL,GOLD,USDIDR,SP500,IHSG,VIX,CPI,BI_rate,US_rate
1/1/2010,,,9385.599609,,,,5.13420639,6.5,0.11
1/4/2010,81.51000214,1117.699951,9364.200195,1132.98999,2575.312988,20.04000092,5.13420639,6.5,0.11
1/5/2010,81.76999664,1118.099976,9305.200195,1136.52002,2605.175537,19.35000038,5.13420639,6.5,0.11
1/6/2010,83.18000031,1135.900024,9218.099609,1137.140015,2603.195557,19.15999985,5.13420639,6.5,0.11
1/7/2010,82.66000366,1133.099976,9272.5,1141.689941,2586.794189,19.05999947,5.13420639,6.5,0.11
1/8/2010,82.75,1138.199951,9212.700195,1144.97998,2614.268311,18.12999916,5.13420639,6.5,0.11
1/11/2010,82.51999664,1150.699951,9148.099609,1146.97998,2632.101563,17.54999924,5.13420639,6.5,0.11
1/12/2010,80.79000092,1128.900024,9171,1136.219971,2659.447266,18.25,5.13420639,6.5,0.11
1/13/2010,79.65000153,1136.400024,9141,1145.680054,2632.769531,17.85000038,5.13420639,6.5,0.11
1/14/2010,79.38999939,1142.599976,9155.799805,1148.459961,2645.077881,17.62999916,5.13420639,6.5,0.11
1/15/2010,78,1130.099976,9226.099609,1136.030029,2646.987061,17.90999985,5.13420639,6.5,0.11
1/18/2010,78,1130.099976,9130,1136.030029,2642.445068,17.90999985,5.13420639,6.5,0.11
1/19/2010,79.01999664,1139.699951,9229.950195,1150.22998,2665.967285,17.57999992,5.13420639,6.5,0.11
1/20/2010,77.62000275,1112.300049,9294.950195,1138.040039,2667.162354,18.68000031,5.13420639,6.5,0.11
1/21/2010,76.08000183,1102.699951,9183,1116.47998,2638.279541,22.27000046,5.13420639,6.5,0.11
1/22/2010,74.54000092,1089.199951,9240,1091.76001,2610.238525,27.30999947,5.13420639,6.5,0.11
1/25/2010,75.26000214,1095.199951,9319.950195,1096.780029,2597.759033,25.40999985,5.13420639,6.5,0.11
1/26/2010,74.70999908,1097.900024,9379.950195,1092.170044,2578.314697,24.54999924,5.13420639,6.5,0.11
1/27/2010,73.66999817,1084.400024,9399.950195,1097.5,2564.454346,23.13999939,5.13420639,6.5,0.11
1/28/2010,73.63999939,1083.599976,9324.950195,1084.530029,2619.463135,23.72999954,5.13420639,6.5,0.11
1/29/2010,72.88999939,1083,9250,1073.869995,2610.694336,24.62000084,5.13420639,6.5,0.11
2/1/2010,74.43000031,1104.300049,9256.400391,1089.189941,2587.448242,22.59000015,5.13420639,6.5,0.13
2/2/2010,77.23000336,1117.400024,9313.700195,1103.319946,2580.150635,21.47999954,5.13420639,6.5,0.13
2/3/2010,76.98000336,1111.400024,9364.599609,1097.280029,2604.44751,21.60000038,5.13420639,6.5,0.13
2/4/2010,73.13999939,1062.400024,9386.900391,1063.109985,2593.119141,26.07999992,5.13420639,6.5,0.13
2/5/2010,71.19000244,1052.199951,9468.099609,1066.189941,2518.878174,26.11000061,5.13420639,6.5,0.13
2/8/2010,71.88999939,1065.699951,9484.5,1056.73999,2475.475586,26.51000023,5.13420639,6.5,0.13
2/9/2010,73.75,1076.699951,9339.299805,1070.52002,2489.388428,26,5.13420639,6.5,0.13
2/10/2010,74.51999664,1075.800049,9314.400391,1068.130005,2483.341309,25.39999962,5.13420639,6.5,0.13
2/11/2010,75.27999878,1094.199951,9330.099609,1078.469971,2507.653564,23.95999908,5.13420639,6.5,0.13
2/12/2010,74.12999725,1089.5,9323.700195,1075.51001,2534.03833,22.72999954,5.13420639,6.5,0.13
2/15/2010,74.12999725,1089.5,9344.799805,1075.51001,2517.358154,22.72999954,5.13420639,6.5,0.13
2/16/2010,77.01000214,1119.300049,9292.900391,1094.869995,2558.405273,22.25,5.13420639,6.5,0.13
2/17/2010,77.33000183,1119.5,9400.599609,1099.51001,2581.239746,21.71999931,5.13420639,6.5,0.13
2/18/2010,79.05999756,1118,9499.799805,1106.75,2559.934326,20.62999916,5.13420639,6.5,0.13
2/19/2010,79.80999756,1121.300049,9292.200195,1109.170044,2554.276367,20.02000046,5.13420639,6.5,0.13
2/22/2010,80.16000366,1112.599976,9281.700195,1108.01001,2564.16333,19.94000053,5.13420639,6.5,0.13
2/23/2010,78.86000061,1102.699951,9341.799805,1094.599976,2583.550049,21.37000084,5.13420639,6.5,0.13
2/24/2010,80,1096.5,9352.299805,1105.23999,2579.315674,20.27000046,5.13420639,6.5,0.13
2/25/2010,78.16999817,1107.800049,9335.200195,1102.939941,2548.933838,20.10000038,5.13420639,6.5,0.13
2/26/2010,79.66000366,1118.300049,9340,1104.48999,2548.933838,19.5,5.13420639,6.5,0.13
3/1/2010,78.69999695,1117.800049,9385.099609,1115.709961,2554.574463,19.26000023,5.13420639,6.5,0.16
3/2/2010,79.68000031,1136.900024,9184.400391,1118.310059,2576.490723,19.05999947,5.13420639,6.5,0.16
3/3/2010,80.87000275,1142.699951,9149.299805,1118.790039,2566.989258,18.82999992,5.13420639,6.5,0.16
3/4/2010,80.20999908,1132.599976,9328.900391,1122.969971,2565.545166,18.71999931,5.13420639,6.5,0.16
3/5/2010,81.5,1134.800049,8898.400391,1138.699951,2578.671631,17.42000008,5.13420639,6.5,0.16
3/8/2010,81.87000275,1123.599976,9180,1138.5,2626.348633,17.79000092,5.13420639,6.5,0.16
3/9/2010,81.48999786,1122,9173.099609,1140.449951,2657.063477,17.92000008,5.13420639,6.5,0.16
3/10/2010,82.08999634,1107.800049,9169.900391,1145.609985,2670.11499,18.56999969,5.13420639,6.5,0.16
3/11/2010,82.11000061,1108,9152.900391,1150.23999,2676.417969,18.05999947,5.13420639,6.5,0.16
3/12/2010,81.23999786,1101.5,9144.700195,1149.98999,2666.407227,17.57999992,5.13420639,6.5,0.16
3/15/2010,79.80000305,1105.099976,9205.900391,1150.51001,2669.50415,18,5.13420639,6.5,0.16
3/16/2010,81.69999695,1122.199951,9151.799805,1159.459961,2669.50415,17.69000053,5.13420639,6.5,0.16
3/17/2010,82.93000031,1124,9099.5,1166.209961,2756.154785,16.90999985,5.13420639,6.5,0.16
3/18/2010,82.19999695,1127.400024,9120.299805,1165.829956,2737.135254,16.62000084,5.13420639,6.5,0.16
3/19/2010,80.68000031,1107.400024,9110.400391,1159.900024,2742.867188,16.96999931,5.13420639,6.5,0.16
3/22/2010,81.25,1099.300049,9115.400391,1165.810059,2702.295654,16.87000084,5.13420639,6.5,0.16
3/23/2010,81.91000366,1103.5,9144.599609,1174.170044,2720.756104,16.35000038,5.13420639,6.5,0.16
3/24/2010,80.61000061,1088.599976,9114.700195,1167.719971,2774.741943,17.54999924,5.13420639,6.5,0.16
3/25/2010,80.52999878,1092.699951,9132.599609,1165.72998,2799.040039,18.39999962,5.13420639,6.5,0.16
3/26/2010,80,1104.199951,9112.900391,1166.589966,2812.972656,17.77000046,5.13420639,6.5,0.16
3/29/2010,82.16999817,1110.300049,9073,1173.219971,2794.662109,17.59000015,5.13420639,6.5,0.16
3/30/2010,82.37000275,1104.5,9075.400391,1173.27002,2798.15918,17.12999916,5.13420639,6.5,0.16
3/31/2010,83.76000214,1113.300049,9103,1169.430054,2777.192871,17.59000015,5.13420639,6.5,0.16
4/1/2010,84.87000275,1125.099976,9041.400391,1178.099976,2829.885986,17.46999931,5.13420639,6.5,0.2
4/2/2010,84.87000275,1125.099976,9094.900391,1178.099976,2829.885986,17.46999931,5.13420639,6.5,0.2
4/5/2010,86.62000275,1132.900024,9052.799805,1187.439941,2887.133789,17.02000046,5.13420639,6.5,0.2
4/6/2010,86.83999634,1135.099976,9037.299805,1189.439941,2880.856934,16.22999954,5.13420639,6.5,0.2
4/7/2010,85.87999725,1152.300049,9054.5,1182.449951,2898.469238,16.62000084,5.13420639,6.5,0.2
4/8/2010,85.38999939,1152.199951,9057.700195,1186.439941,2850.7229,16.47999954,5.13420639,6.5,0.2
4/9/2010,84.91999817,1161.099976,8992.900391,1194.369995,2844.900391,16.13999939,5.13420639,6.5,0.2
4/12/2010,84.33999634,1161.599976,9011,1196.47998,2881.220947,15.57999992,5.13420639,6.5,0.2
4/13/2010,84.05000305,1152.800049,9009.5,1197.300049,2884.587646,16.20000076,5.13420639,6.5,0.2
4/14/2010,85.83999634,1159,9011.400391,1210.650024,2884.902588,15.59000015,5.13420639,6.5,0.2
4/15/2010,85.51000214,1159.699951,9001.099609,1211.670044,2900.417236,15.89000034,5.13420639,6.5,0.2
4/16/2010,83.23999786,1136.300049,9006.099609,1192.130005,2878.558838,18.36000061,5.13420639,6.5,0.2
4/19/2010,81.44999695,1135.199951,9016.400391,1197.52002,2840.314697,17.34000015,5.13420639,6.5,0.2
4/20/2010,83.44999695,1138.599976,9017.799805,1207.170044,2891.157471,15.72999954,5.13420639,6.5,0.2
4/21/2010,83.68000031,1148.199951,9023.299805,1205.939941,2912.712646,16.31999969,5.13420639,6.5,0.2
4/22/2010,83.69999695,1142.300049,9104.299805,1208.670044,2926.417969,16.46999931,5.13420639,6.5,0.2
4/23/2010,85.12000275,1153.099976,9004,1217.280029,2924.616943,16.62000084,5.13420639,6.5,0.2
4/26/2010,84.19999695,1153.5,8961.900391,1212.050049,2944.594482,17.46999931,5.13420639,6.5,0.2
4/27/2010,82.44000244,1161.699951,9096.099609,1183.709961,2939.184814,22.80999947,5.13420639,6.5,0.2
4/28/2010,83.22000122,1171.300049,9022.400391,1191.359985,2903.206055,21.07999992,5.13420639,6.5,0.2
4/29/2010,85.16999817,1168.400024,9002.5,1206.780029,2926.746094,18.44000053,5.13420639,6.5,0.2
4/30/2010,86.15000153,1180.099976,9028.700195,1186.689941,2971.136475,22.04999924,5.13420639,6.5,0.2
5/3/2010,86.19000244,1182.699951,9021.099609,1202.26001,2960.779785,20.19000053,5.13420639,6.5,0.2
5/4/2010,82.73999786,1168.599976,9069.700195,1173.599976,2958.899902,23.84000015,5.13420639,6.5,0.2
5/5/2010,79.97000122,1174.599976,9116.5,1165.869995,2846.128174,24.90999985,5.13420639,6.5,0.2
5/6/2010,77.11000061,1196.900024,9273.400391,1128.150024,2810.506592,32.79999924,5.13420639,6.5,0.2
5/7/2010,75.11000061,1210,9220.299805,1110.880005,2739.226318,40.95000076,5.13420639,6.5,0.2
5/10/2010,76.80000305,1200.400024,9203.200195,1159.72998,2850.315918,28.84000015,5.13420639,6.5,0.2
5/11/2010,76.37000275,1219.900024,9186.700195,1155.790039,2812.781738,28.31999969,5.13420639,6.5,0.2
5/12/2010,75.65000153,1242.699951,9179,1171.670044,2847.510986,25.52000046,5.13420639,6.5,0.2
5/13/2010,74.40000153,1228.800049,9103.700195,1157.439941,2847.510986,26.68000031,5.13420639,6.5,0.2
5/14/2010,71.61000061,1227.400024,9104.200195,1135.680054,2858.273926,31.23999977,5.13420639,6.5,0.2
5/17/2010,70.08000183,1227.699951,9078.799805,1136.939941,2819.360107,30.84000015,5.13420639,6.5,0.2
5/18/2010,69.41000366,1214.300049,9283.5,1120.800049,2834.075684,33.54999924,5.13420639,6.5,0.2
5/19/2010,69.87000275,1192.599976,9123.900391,1115.050049,2729.377686,35.31999969,5.13420639,6.5,0.2
5/20/2010,68.01000214,1187.800049,9121.099609,1071.589966,2694.144287,45.79000092,5.13420639,6.5,0.2
5/21/2010,70.04000092,1175.699951,9260.599609,1087.689941,2623.118896,40.09999847,5.13420639,6.5,0.2
5/24/2010,70.20999908,1193.800049,9282.400391,1073.650024,2609.508545,38.31999969,5.13420639,6.5,0.2
5/25/2010,68.75,1197.800049,9283.900391,1074.030029,2514.020996,34.61000061,5.13420639,6.5,0.2
5/26/2010,71.51000214,1213.300049,9376.200195,1067.949951,2696.675049,35.02000046,5.13420639,6.5,0.2
5/27/2010,74.55000305,1211.900024,9215,1103.060059,2713.817383,29.68000031,5.13420639,6.5,0.2
5/28/2010,73.97000122,1212.199951,9295.599609,1089.410034,2713.817383,32.06999969,5.13420639,6.5,0.2
5/31/2010,73.97000122,1212.199951,9284.599609,1089.410034,2796.848145,32.06999969,5.13420639,6.5,0.2
6/1/2010,72.58000183,1224.800049,9245.099609,1070.709961,2724.509033,35.54000092,5.13420639,6.5,0.18
6/2/2010,72.86000061,1220.599976,9242.099609,1098.380005,2733.571777,30.17000008,5.13420639,6.5,0.18
6/3/2010,74.61000061,1208.300049,9237.5,1102.829956,2810.867676,29.45999908,5.13420639,6.5,0.18
6/4/2010,71.51000214,1216.199951,9282.700195,1064.880005,2823.141113,35.47999954,5.13420639,6.5,0.18
6/7/2010,71.44000244,1239.300049,9318.099609,1050.469971,2750.125977,36.56999969,5.13420639,6.5,0.18
6/8/2010,71.98999786,1244,9223.400391,1062,2779.874756,33.70000076,5.13420639,6.5,0.18
6/9/2010,74.37999725,1228.5,9281.200195,1055.689941,2785.684814,33.72999954,5.13420639,6.5,0.18
6/10/2010,75.48000336,1220.800049,9193.400391,1086.839966,2770.679443,30.56999969,5.13420639,6.5,0.18
6/11/2010,73.77999878,1228.900024,9196.599609,1091.599976,2801.789795,28.79000092,5.13420639,6.5,0.18
6/14/2010,75.12000275,1223.300049,9205.200195,1089.630005,2826.727051,28.57999992,5.13420639,6.5,0.18
6/15/2010,76.94000244,1233.199951,9141,1115.22998,2830.062988,25.87000084,5.13420639,6.5,0.18
6/16/2010,77.66999817,1229.300049,9163.299805,1114.609985,2858.547852,25.92000008,5.13420639,6.5,0.18
6/17/2010,76.79000092,1247.5,9142.900391,1116.040039,2890.985352,25.04999924,5.13420639,6.5,0.18
6/18/2010,77.18000031,1257.199951,9071.5,1117.51001,2929.475098,23.95000076,5.13420639,6.5,0.18
6/21/2010,77.81999969,1239.699951,8997.900391,1113.199951,2941.788574,24.87999916,5.13420639,6.5,0.18
6/22/2010,77.20999908,1239.900024,9012,1095.310059,2934.474854,27.04999924,5.13420639,6.5,0.18
6/23/2010,76.34999847,1234.099976,8979.5,1092.040039,2924.676025,26.90999985,5.13420639,6.5,0.18
6/24/2010,76.51000214,1245.5,9065.5,1073.689941,2913.981689,29.73999977,5.13420639,6.5,0.18
6/25/2010,78.86000061,1255.800049,9065.599609,1076.76001,2946.908203,28.53000069,5.13420639,6.5,0.18
6/28/2010,78.25,1238.199951,9059.099609,1074.569946,2955.616943,29,5.13420639,6.5,0.18
6/29/2010,75.94000244,1242,9077.099609,1041.23999,2893.258545,34.13000107,5.13420639,6.5,0.18
6/30/2010,75.62999725,1245.5,9044.799805,1030.709961,2913.570801,34.54000092,5.13420639,6.5,0.18
7/1/2010,72.94999695,1206.300049,9035.700195,1027.369995,2874.13623,32.86000061,5.13420639,6.5,0.18
7/2/2010,72.13999939,1207.400024,9062.700195,1022.580017,2871.442139,30.12000084,5.13420639,6.5,0.18
7/5/2010,72.13999939,1207.400024,9085.099609,1022.580017,2877.191895,30.12000084,5.13420639,6.5,0.18
7/6/2010,71.98000336,1194.800049,9023.599609,1028.060059,2910.534668,29.64999962,5.13420639,6.5,0.18
7/7/2010,74.06999969,1198.599976,9060.299805,1060.27002,2901.931152,26.84000015,5.13420639,6.5,0.18
7/8/2010,75.44000244,1195.800049,9044.900391,1070.25,2915.794678,25.70999908,5.13420639,6.5,0.18
7/9/2010,76.08999634,1209.599976,9034.099609,1077.959961,2943.781494,24.97999954,5.13420639,6.5,0.18
7/12/2010,74.94999695,1198.5,9072.099609,1078.75,2958.676025,24.43000031,5.13420639,6.5,0.18
7/13/2010,77.15000153,1213.300049,8977.900391,1095.339966,2961.396729,24.55999947,5.13420639,6.5,0.18
7/14/2010,77.04000092,1206.800049,9018.799805,1095.170044,2980.942871,24.88999939,5.13420639,6.5,0.18
7/15/2010,76.62000275,1208.099976,9037.400391,1096.47998,2980.480713,25.13999939,5.13420639,6.5,0.18
7/16/2010,76.01000214,1188,9034,1064.880005,2992.333496,26.25,5.13420639,6.5,0.18
7/19/2010,76.54000092,1181.699951,9079.5,1071.25,2975.456299,25.96999931,5.13420639,6.5,0.18
7/20/2010,77.44000244,1191.5,9037.700195,1083.47998,2995.324463,23.93000031,5.13420639,6.5,0.18
7/21/2010,76.55999756,1191.599976,9090.599609,1069.589966,3013.283691,25.63999939,5.13420639,6.5,0.18
7/22/2010,79.30000305,1195.5,8995.5,1093.670044,3009.805908,24.62999916,5.13420639,6.5,0.18
7/23/2010,78.98000336,1187.699951,8977.5,1102.660034,3041.901611,23.46999931,5.13420639,6.5,0.18
7/26/2010,78.98000336,1183,8917.099609,1115.01001,3023.581299,22.72999954,5.13420639,6.5,0.18
7/27/2010,77.5,1158,8921.900391,1113.839966,3041.55957,23.19000053,5.13420639,6.5,0.18
7/28/2010,76.98999786,1160.400024,9025,1106.130005,3057.355957,24.25,5.13420639,6.5,0.18
7/29/2010,78.36000061,1168.400024,8970.599609,1101.530029,3096.695313,24.12999916,5.13420639,6.5,0.18
7/30/2010,78.94999695,1181.699951,8923.599609,1101.599976,3069.160645,23.5,5.13420639,6.5,0.18
8/2/2010,81.33999634,1183.400024,8831.799805,1125.859985,3058.859863,22.01000023,5.13420639,6.5,0.19
8/3/2010,82.55000305,1185.199951,8798.299805,1120.459961,2973.540283,22.62999916,5.13420639,6.5,0.19
8/4/2010,82.47000122,1193.699951,8798.099609,1127.23999,2983.130859,22.20999908,5.13420639,6.5,0.19
8/5/2010,82.01000214,1197.199951,8942.099609,1125.810059,3044.82251,22.10000038,5.13420639,6.5,0.19
8/6/2010,80.69999695,1203.400024,8925.799805,1121.640015,3060.473877,21.73999977,5.13420639,6.5,0.19
8/9/2010,81.48000336,1200.699951,8863.5,1127.790039,3082.477783,22.13999939,5.13420639,6.5,0.19
8/10/2010,80.25,1196.199951,8935.599609,1121.060059,3057.041748,22.37000084,5.13420639,6.5,0.19
8/11/2010,78.01999664,1197.5,8883.299805,1089.469971,3035.199951,25.38999939,5.13420639,6.5,0.19
8/12/2010,75.73999786,1214.800049,9005.700195,1083.609985,3025.526367,25.72999954,5.13420639,6.5,0.19
8/13/2010,75.38999939,1214.900024,9026.799805,1079.25,3052.891113,26.23999977,5.13420639,6.5,0.19
8/16/2010,75.23999786,1224.5,8954.700195,1079.380005,3052.480225,26.10000038,5.13420639,6.5,0.19
8/17/2010,75.76999664,1226.599976,8924.599609,1092.540039,3052.480225,24.32999992,5.13420639,6.5,0.19
8/18/2010,75.41999817,1229.699951,8880.200195,1094.160034,3071.967285,24.59000015,5.13420639,6.5,0.19
8/19/2010,74.43000031,1233.800049,8896.099609,1075.630005,3105.229248,26.44000053,5.13420639,6.5,0.19
8/20/2010,73.45999908,1227.199951,8928.599609,1071.689941,3117.598633,25.48999977,5.13420639,6.5,0.19
8/23/2010,73.09999847,1226.900024,8997.900391,1067.359985,3128.612061,25.65999985,5.13420639,6.5,0.19
8/24/2010,71.62999725,1231.800049,8867,1051.869995,3114.817627,27.45999908,5.13420639,6.5,0.19
8/25/2010,72.51999664,1239.5,8977.450195,1055.329956,3138.787598,26.70000076,5.13420639,6.5,0.19
8/26/2010,73.36000061,1235.400024,8878,1047.219971,3145.012695,27.37000084,5.13420639,6.5,0.19
8/27/2010,75.16999817,1236,8987.450195,1064.589966,3104.612305,24.45000076,5.13420639,6.5,0.19
8/30/2010,74.69999695,1237.099976,9014.950195,1048.920044,3099.444336,27.20999908,5.13420639,6.5,0.19
8/31/2010,71.91999817,1248.300049,8918,1049.329956,3081.763916,26.04999924,5.13420639,6.5,0.19
9/1/2010,73.91000366,1246.300049,9014.200195,1080.290039,3135.193848,23.88999939,5.13420639,6.5,0.19
9/2/2010,75.01999664,1251.5,9004.900391,1090.099976,3122.027588,23.19000053,5.13420639,6.5,0.19
9/3/2010,74.59999847,1249.199951,8991,1104.51001,3164.154053,21.30999947,5.13420639,6.5,0.19
9/6/2010,74.59999847,1249.199951,8982.299805,1104.51001,3217.022705,21.30999947,5.13420639,6.5,0.19
9/7/2010,74.08999634,1257.300049,8999.200195,1091.839966,3230.762207,23.79999924,5.13420639,6.5,0.19
9/8/2010,74.66999817,1255.599976,9032,1098.869995,3230.762207,23.25,5.13420639,6.5,0.19
9/9/2010,74.25,1248.900024,9005.900391,1104.180054,3230.762207,22.80999947,5.13420639,6.5,0.19
9/10/2010,76.44999695,1244.5,9032.900391,1109.550049,3230.762207,21.98999977,5.13420639,6.5,0.19
9/13/2010,77.19000244,1245.099976,9016.900391,1121.900024,3230.762207,21.20999908,5.13420639,6.5,0.19
9/14/2010,76.80000305,1269.699951,8997.700195,1121.099976,3230.762207,21.55999947,5.13420639,6.5,0.19
9/15/2010,76.01999664,1266.699951,8987.299805,1125.069946,3356.901367,22.10000038,5.13420639,6.5,0.19
9/16/2010,74.56999969,1271.900024,8974.599609,1124.660034,3341.502197,21.71999931,5.13420639,6.5,0.19
9/17/2010,73.66000366,1275.599976,8931,1125.589966,3384.521484,22.01000023,5.13420639,6.5,0.19
9/20/2010,74.86000061,1279,8970.700195,1142.709961,3370.85083,21.5,5.13420639,6.5,0.19
9/21/2010,73.51999664,1272.400024,8982.400391,1139.780029,3364.90625,22.35000038,5.13420639,6.5,0.19
9/22/2010,74.70999908,1290.199951,8875.299805,1134.280029,3343.212646,22.51000023,5.13420639,6.5,0.19
9/23/2010,75.18000031,1294.300049,8918.400391,1124.829956,3337.067139,23.87000084,5.13420639,6.5,0.19
9/24/2010,76.48999786,1296,8965.599609,1148.670044,3397.493652,21.70999908,5.13420639,6.5,0.19
9/27/2010,76.51999664,1296.699951,8859.400391,1142.160034,3467.900879,22.54000092,5.13420639,6.5,0.19
9/28/2010,76.18000031,1306.599976,8971.400391,1147.699951,3472.572021,22.60000038,5.13420639,6.5,0.19
9/29/2010,77.86000061,1308.5,8952.200195,1144.72998,3495.328125,23.25,5.13420639,6.5,0.19
9/30/2010,79.97000122,1307.800049,8931.799805,1141.199951,3501.159912,23.70000076,5.13420639,6.5,0.19
10/1/2010,81.58000183,1316.099976,8934.700195,1146.23999,3546.977051,22.5,5.13420639,6.5,0.19
10/4/2010,81.47000122,1315.400024,8920.099609,1137.030029,3569.359131,23.53000069,5.13420639,6.5,0.19
10/5/2010,82.81999969,1338.900024,8933,1160.75,3591.555176,21.76000023,5.13420639,6.5,0.19
10/6/2010,83.23000336,1346.400024,8829.700195,1159.969971,3603.263916,21.48999977,5.13420639,6.5,0.19
10/7/2010,81.66999817,1333.900024,8871.5,1158.060059,3586.046387,21.55999947,5.13420639,6.5,0.19
10/8/2010,82.66000366,1344.199951,8912.900391,1165.150024,3546.816162,20.70999908,5.13420639,6.5,0.19
10/11/2010,82.20999908,1353.300049,8887,1165.319946,3548.60791,18.95999908,5.13420639,6.5,0.19
10/12/2010,81.66999817,1345.699951,8995.299805,1169.77002,3547.110107,18.93000031,5.13420639,6.5,0.19
10/13/2010,83.01000214,1369.5,8910.299805,1178.099976,3611.838379,19.06999969,5.13420639,6.5,0.19
10/14/2010,82.69000244,1376.699951,8878.099609,1173.810059,3618.337158,19.87999916,5.13420639,6.5,0.19
10/15/2010,81.25,1371.099976,8904.200195,1176.189941,3596.891113,19.03000069,5.13420639,6.5,0.19
10/18/2010,83.08000183,1371.199951,8949,1184.709961,3566.779053,19.09000015,5.13420639,6.5,0.19
10/19/2010,79.48999786,1335.099976,8948.799805,1165.900024,3592.648193,20.62999916,5.13420639,6.5,0.19
10/20/2010,81.76999664,1343.300049,8965.400391,1178.170044,3578.814941,19.79000092,5.13420639,6.5,0.19
10/21/2010,80.55999756,1324.699951,8820,1180.26001,3587.870361,19.27000046,5.13420639,6.5,0.19
10/22/2010,81.69000244,1324.400024,8849.5,1183.079956,3597.605225,18.78000069,5.13420639,6.5,0.19
10/25/2010,82.51999664,1338.300049,8908.299805,1185.619995,3643.349121,19.85000038,5.13420639,6.5,0.19
10/26/2010,82.55000305,1338,8933.599609,1185.640015,3653.959961,20.21999931,5.13420639,6.5,0.19
10/27/2010,81.94000244,1322.199951,8913.700195,1182.449951,3624.325928,20.70999908,5.13420639,6.5,0.19
10/28/2010,82.18000031,1342.099976,8923.799805,1183.780029,3638.684082,20.87999916,5.13420639,6.5,0.19
10/29/2010,81.43000031,1357.099976,8923.799805,1183.26001,3635.182373,21.20000076,5.13420639,6.5,0.19
11/1/2010,82.94999695,1350.199951,888.1099854,1184.380005,3645.005127,21.82999992,5.13420639,6.5,0.19
11/2/2010,83.90000153,1356.400024,8906.700195,1193.569946,3625.346924,21.56999969,5.13420639,6.5,0.19
11/3/2010,84.69000244,1337.099976,8827.900391,1197.959961,3605.532959,19.55999947,5.13420639,6.5,0.19
11/4/2010,86.48999786,1382.699951,8772.599609,1221.060059,3628.904785,18.52000046,5.13420639,6.5,0.19
11/5/2010,86.84999847,1397.300049,8909.950195,1225.849976,3655.162598,18.26000023,5.13420639,6.5,0.19
11/8/2010,87.05999756,1402.800049,8900,1223.25,3699.118896,18.29000092,5.13420639,6.5,0.19
11/9/2010,86.72000122,1409.800049,8904.450195,1213.400024,3737.338623,19.07999992,5.13420639,6.5,0.19
11/10/2010,87.80999756,1399.099976,8805,1218.709961,3756.820801,18.46999931,5.13420639,6.5,0.19
11/11/2010,87.80999756,1403.099976,8779.599609,1213.540039,3744.472168,18.63999939,5.13420639,6.5,0.19
11/12/2010,84.87999725,1365.400024,8798,1199.209961,3665.703125,20.61000061,5.13420639,6.5,0.19
11/15/2010,84.86000061,1368.400024,8924.450195,1197.75,3656.31958,20.20000076,5.13420639,6.5,0.19
11/16/2010,82.33999634,1338.300049,8967.450195,1178.339966,3673.884033,22.57999992,5.13420639,6.5,0.19
11/17/2010,80.44000244,1336.800049,8856,1178.589966,3673.884033,21.76000023,5.13420639,6.5,0.19
11/18/2010,81.84999847,1352.900024,8846,1196.689941,3677.760986,18.75,5.13420639,6.5,0.19
11/19/2010,81.51000214,1352.199951,8843,1199.72998,3724.903076,18.04000092,5.13420639,6.5,0.19
11/22/2010,81.73999786,1357.699951,8748.200195,1197.839966,3741.083252,18.37000084,5.13420639,6.5,0.19
11/23/2010,81.25,1377.5,8929.450195,1180.72998,3678.051025,20.62999916,5.13420639,6.5,0.19
11/24/2010,83.86000061,1372.900024,8966.299805,1198.349976,3658.634766,19.55999947,5.13420639,6.5,0.19
11/25/2010,83.86000061,1372.900024,8962.450195,1198.349976,3701.868896,19.55999947,5.13420639,6.5,0.19
11/26/2010,83.76000214,1362.300049,8967.450195,1189.400024,3642.358154,22.21999931,5.13420639,6.5,0.19
11/29/2010,85.73000336,1366,9000,1187.76001,3630.494873,21.53000069,5.13420639,6.5,0.19
11/30/2010,84.11000061,1385,9015.450195,1180.550049,3531.073486,23.54000092,5.13420639,6.5,0.19
12/1/2010,86.75,1387.300049,9033.950195,1206.069946,3618.953125,21.36000061,5.13420639,6.5,0.18
12/2/2010,88,1388.5,9018.450195,1221.530029,3694.436035,19.38999939,5.13420639,6.5,0.18
12/3/2010,89.19000244,1405.400024,8916,1224.709961,3696.115967,18.01000023,5.13420639,6.5,0.18
12/6/2010,89.37999725,1415.300049,9017.450195,1223.119995,3722.202148,18.02000046,5.13420639,6.5,0.18
12/7/2010,88.69000244,1408.300049,9009.950195,1223.75,3722.202148,17.98999977,5.13420639,6.5,0.18
12/8/2010,88.27999878,1382.5,8990,1228.280029,3769.845947,17.73999977,5.13420639,6.5,0.18
12/9/2010,88.37000275,1392.099976,9020,1233,3785.949463,17.25,5.13420639,6.5,0.18
12/10/2010,87.79000092,1384.300049,9018,1240.400024,3747.568359,17.61000061,5.13420639,6.5,0.18
12/13/2010,88.61000061,1397.300049,9021.950195,1240.459961,3692.088135,17.54999924,5.13420639,6.5,0.18
12/14/2010,88.27999878,1403.599976,9015,1241.589966,3689.522461,17.61000061,5.13420639,6.5,0.18
12/15/2010,88.62000275,1385.5,9009.450195,1235.22998,3658.171631,17.94000053,5.13420639,6.5,0.18
12/16/2010,87.69999695,1370.400024,9022.450195,1242.869995,3571.599121,17.38999939,5.13420639,6.5,0.18
